YHR140W,14.20182112,2551,2639.5,0.962561215,0.993394489,0.998385292,0.962561215,0.998385292,0.994802885,0.991220477,0.987638069,0.984055661,0.980473254,0.976890846,0.973308438,0.96972603,0.966143623,
YPL076W,13.98108148,631.5833333,1805,0.947018163,0.240977137,0.682226929,0.947018163,0.682226929,0.708706052,0.735185176,0.761664299,0.788143423,0.814622546,0.84110167,0.867580793,0.894059916,0.92053904,
YMR215W,11.40635938,458.75,1802.5,0.765722956,0.173225928,0.68127978,0.765722956,0.68127978,0.689724098,0.698168415,0.706612733,0.71505705,0.723501368,0.731945686,0.740390003,0.748834321,0.757278639,
YDL015C,10.08619665,380.0833333,1413,0.672765671,0.142388348,0.533713953,0.672765671,0.533713953,0.547619125,0.561524297,0.575429469,0.58933464,0.603239812,0.617144984,0.631050156,0.644955328,0.6588605,
YJL196C,8.976119653,272.2166667,1206.5,0.594601259,0.100104276,0.455479439,0.594601259,0.455479439,0.469391621,0.483303803,0.497215985,0.511128167,0.525040349,0.538952531,0.552864713,0.566776895,0.580689077,
YDR394W,11.30869559,836.0988095,104,0.758846106,0.321147845,0.037786694,0.758846106,0.321147845,0.364917671,0.408687497,0.452457323,0.496227149,0.539996976,0.583766802,0.627536628,0.671306454,0.71507628,
YLR372W,8.769230769,385.2507576,786.5,0.580033488,0.144413995,0.296358393,0.580033488,0.296358393,0.324725903,0.353093412,0.381460922,0.409828431,0.438195941,0.46656345,0.49493096,0.523298469,0.551665979,
YCR034W,7.3125,301.797114,719.5,0.477459969,0.111699905,0.270974798,0.477459969,0.270974798,0.291623315,0.312271832,0.332920349,0.353568866,0.374217383,0.394865901,0.415514418,0.436162935,0.456811452,
YBR159W,6.673267327,375.4035714,747.5,0.432449356,0.140553867,0.281582868,0.432449356,0.281582868,0.296669516,0.311756165,0.326842814,0.341929463,0.357016112,0.372102761,0.38718941,0.402276058,0.417362707,
YGL200C,6.519970714,250.0333333,658.75,0.421655204,0.09140834,0.247959075,0.421655204,0.247959075,0.265328688,0.282698301,0.300067914,0.317437527,0.33480714,0.352176753,0.369546366,0.386915978,0.404285591,
YGR060W,9.953013166,409.2166667,0,0.663387755,0.153808706,-0.001614708,0.663387755,0.153808706,0.204766611,0.255724516,0.306682421,0.357640326,0.408598231,0.459556136,0.510514041,0.561471946,0.612429851,
YDR331W,8.580419355,473.5,0,0.566738615,0.179007974,-0.001614708,0.566738615,0.179007974,0.217781038,0.256554102,0.295327166,0.33410023,0.372873294,0.411646358,0.450419423,0.489192487,0.527965551,
YML048W,7.553697469,536.1666667,0,0.494443528,0.203573504,-0.001614708,0.494443528,0.203573504,0.232660507,0.261747509,0.290834511,0.319921514,0.349008516,0.378095519,0.407182521,0.436269523,0.465356526,
YBR183W,7.12234371,271.1666667,548.5,0.464070398,0.099692673,0.206189801,0.464070398,0.206189801,0.231977861,0.25776592,0.28355398,0.30934204,0.335130099,0.360918159,0.386706219,0.412494279,0.438282338,
YDL029W,6.987584316,552.2459235,0,0.454581517,0.209876623,-0.001614708,0.454581517,0.209876623,0.234347113,0.258817602,0.283288091,0.307758581,0.33222907,0.356699559,0.381170049,0.405640538,0.430111027,
YJL117W,10.01623642,358.2,0,0.667839526,0.133810013,-0.001614708,0.667839526,0.133810013,0.187212964,0.240615916,0.294018867,0.347421818,0.40082477,0.454227721,0.507630672,0.561033624,0.614436575,
YMR205C,6.448498653,497.0561328,2,0.416622606,0.188242052,-0.000856988,0.416622606,0.188242052,0.211080108,0.233918163,0.256756218,0.279594274,0.302432329,0.325270384,0.34810844,0.370946495,0.393784551,
YNL101W,4.752752842,199.3571429,664.5,0.2972192,0.071543115,0.250137518,0.2972192,0.250137518,0.254845686,0.259553855,0.264262023,0.268970191,0.273678359,0.278386527,0.283094695,0.287802864,0.292511032,
YGL137W,5.044621954,609.3845238,15.61111111,0.317770727,0.232275134,0.004299712,0.317770727,0.232275134,0.240824693,0.249374253,0.257923812,0.266473371,0.275022931,0.28357249,0.292122049,0.300671609,0.309221168,
YGR104C,6.523593462,73.51309524,466,0.421910295,0.022211853,0.174933881,0.421910295,0.174933881,0.199631522,0.224329164,0.249026805,0.273724446,0.298422088,0.323119729,0.347817371,0.372515012,0.397212653,
YBR118W,2.983979046,1018.333333,0,0.172673638,0.39258435,-0.001614708,0.172673638,0.39258435,0.370593278,0.348602207,0.326611136,0.304620065,0.282628994,0.260637923,0.238646851,0.21665578,0.194664709,
YHR200W,9.855712831,262.8166667,0,0.656536498,0.096419447,-0.001614708,0.656536498,0.096419447,0.152431152,0.208442857,0.264454562,0.320466267,0.376477972,0.432489678,0.488501383,0.544513088,0.600524793,
YOL135C,5.448261864,99.6,472,0.346192428,0.032438002,0.177207039,0.346192428,0.177207039,0.194105578,0.211004117,0.227902656,0.244801195,0.261699733,0.278598272,0.295496811,0.31239535,0.329293889,
YKL065C,8.256538856,299.7166667,272.5,0.543933053,0.110884363,0.101624542,0.543933053,0.110884363,0.154189232,0.197494101,0.24079897,0.284103839,0.327408708,0.370713577,0.414018446,0.457323315,0.500628184,
YJR045C,4.222381865,578.3759009,0,0.259873921,0.220119656,-0.001614708,0.259873921,0.220119656,0.224095083,0.228070509,0.232045936,0.236021362,0.239996789,0.243972215,0.247947641,0.251923068,0.255898494,
YDL147W,8.477748596,278,0,0.559509207,0.102371361,-0.001614708,0.559509207,0.102371361,0.148085146,0.19379893,0.239512715,0.285226499,0.330940284,0.376654068,0.422367853,0.468081638,0.513795422,
YOR016C,5.553674356,217.6666667,383,0.353614891,0.078720505,0.143488532,0.353614891,0.143488532,0.164501168,0.185513803,0.206526439,0.227539075,0.248551711,0.269564347,0.290576983,0.311589619,0.332602255,
YJR117W,4.513002898,161.5166667,462.5,0.280337566,0.056709529,0.173607872,0.280337566,0.173607872,0.184280842,0.194953811,0.205626781,0.21629975,0.226972719,0.237645689,0.248318658,0.258991627,0.269664597,
