protein,ECC,GO_Nb,SL_Nb,essential,ES
Q0050,0.0,0.0,0.0,0,0.0
YER142C,0.3226939726939727,7.0,22.0,0,0.3226939726939727
Q0080,0.017195767195767195,0.0,2.0,0,0.017195767195767195
YBL099W,2.805078114120175,195.34141064473883,341.85,0,2.805078114120175
YJR121W,2.7659059800080326,248.8071428571429,306.75,0,2.7659059800080326
Q0085,3.3115079365079363,15.335714285714284,7.0,0,3.3115079365079363
YDR298C,1.248346560846561,10.333333333333334,26.9,0,1.248346560846561
YDR377W,2.760978835978836,16.166666666666664,6.0,0,2.760978835978836
YKL016C,2.949404761904762,20.33333333333333,28.9,0,2.949404761904762
YML081C-A,2.5050264550264547,12.45,6.0,0,2.5050264550264547
YPL078C,0.9908326967150497,14.35,25.916666666666668,0,0.9908326967150497
Q0130,0.017195767195767195,0.0,2.0,0,0.017195767195767195
Q0250,0.8333333333333333,0.0,2.0,0,0.8333333333333333
YBR024W,0.6666666666666666,0.0,2.0,1,0.6666666666666666
YBR037C,0.8333333333333333,0.0,2.0,0,0.8333333333333333
YER154W,0.0,0.0,0.0,0,0.0
Q0275,0.0,0.0,0.0,0,0.0
R0020C,0.0,0.0,0.0,0,0.0
YBL056W,0.816742263653727,32.2,55.791666666666664,0,0.816742263653727
YBR217W,2.6731765637680605,208.275,148.54166666666669,0,2.6731765637680605
YDR523C,1.3243178718389779,105.35714285714285,35.916666666666664,0,1.3243178718389779
R0030W,0.22564102564102564,2.321428571428571,0.0,0,0.22564102564102564
YOR101W,0.4065934065934066,4.285714285714287,2.25,0,0.4065934065934066
YOR351C,1.1899991413878732,121.91666666666666,0.0,0,1.1899991413878732
YAL001C,0.0,0.0,0.0,1,0.0
YBR123C,0.5535714285714286,0.0,3.0,1,0.5535714285714286
YAL002W,1.5279576136775193,2.0041666666666664,9.75,0,1.5279576136775193
YCL018W,3.8036018207005706,391.4709620444914,830.0000000000002,0,3.8036018207005706
YDR171W,1.1860065188457263,60.458383446618754,0.0,0,1.1860065188457263
YGL206C,1.1542099694387298,55.13013375513376,81.74166666666667,0,1.1542099694387298
YKR026C,2.215589091909439,168.26666666666668,0.0,0,2.215589091909439
YLR148W,1.4145207202436119,11.5015873015873,21.11111111111111,0,1.4145207202436119
YLR396C,2.4841269841269837,5.916666666666666,36.666666666666664,0,2.4841269841269837
YMR231W,3.484126984126984,2.0041666666666664,18.944444444444446,0,3.484126984126984
YPL045W,2.928571428571429,2.0041666666666664,22.333333333333332,1,2.928571428571429
YAL003W,0.1029292793096474,8.5,0.0,1,0.1029292793096474
YBR118W,3.011809099026531,1018.3333333333331,0.0,0,3.011809099026531
YKL081W,0.9139102926484921,76.33333333333333,83.66666666666666,0,0.9139102926484921
YML064C,2.608922089860491,405.59126984127,0.0,1,2.608922089860491
YAL004W,0.0,0.0,0.0,0,0.0
YGL181W,0.7586578006004708,2.1142857142857143,168.0,0,0.7586578006004708
YML109W,2.4490950925183173,96.23333333333332,0.0,0,2.4490950925183173
YAL005C,0.86785260655254,19.04809161426809,16.499999999999996,0,0.86785260655254
YAR002W,1.4737717833300388,43.48757908757908,33.94444444444445,0,1.4737717833300388
YCL028W,0.558035498749523,120.0,18.75,1,0.558035498749523
YDR192C,1.6520426092316949,37.42857142857143,28.39583333333333,0,1.6520426092316949
YHR069C,4.603943929987022,38.08030303030304,35.52777777777778,1,4.603943929987022
YLR310C,1.1856962139694585,89.1845238095238,142.33333333333331,1,1.1856962139694585
YLR335W,2.795389719034557,40.0458041958042,49.666666666666664,0,2.795389719034557
YLR347C,2.234007799877692,115.04745532245532,103.3888888888889,1,2.234007799877692
YNL007C,0.21255777057322206,3.2727272727272725,2.9166666666666665,1,0.21255777057322206
YNL064C,2.203747991553702,279.3538373391316,171.58333333333331,0,2.203747991553702
YNL077W,0.0,0.0,0.0,0,0.0
YOR098C,1.004793041611455,26.39585137085137,46.69444444444445,1,1.004793041611455
YOR151C,3.1485045601068706,103.31055757967526,179.33333333333331,1,3.1485045601068706
YOR160W,0.42049611536366505,7.285714285714286,34.58333333333333,1,0.42049611536366505
YPL240C,3.363493156951685,197.83177655677656,485.99999999999994,0,3.363493156951685
YPR010C,1.1090524317290622,3.4761904761904763,17.65,1,1.1090524317290622
YAL007C,2.028397288330965,63.60000000000001,67.75,0,2.028397288330965
YAR002C-A,0.351010101010101,4.1,5.25,0,0.351010101010101
YBR036C,8.016358445362838,234.9800865800865,492.5416666666667,0,8.016358445362838
YBR183W,7.293278110158862,271.1666666666667,141.94444444444446,0,7.293278110158862
YCL025C,4.759685318818395,190.58333333333331,176.5,0,4.759685318818395
YDL054C,0.9714680528605287,10.756060606060608,24.291666666666668,0,0.9714680528605287
YDR087C,0.7927224998417942,46.33333333333333,16.5,1,0.7927224998417942
YDR101C,2.3317263937502473,43.55,38.83333333333333,0,2.3317263937502473
YDR127W,1.1537078235462073,56.11564685314685,108.13333333333333,0,1.1537078235462073
YEL002C,4.97028103270881,88.62056277056277,106.83333333333334,1,4.97028103270881
YEL063C,6.913946090989649,216.55000000000004,104.69444444444447,0,6.913946090989649
YER110C,1.160112522367351,61.86598124098123,83.85000000000001,0,1.160112522367351
YGL200C,6.656360401772024,250.03333333333327,284.80555555555554,0,6.656360401772024
YGR060W,10.141764187928398,409.2166666666668,667.4416666666666,1,10.141764187928398
YHR026W,5.536166344702502,88.2595238095238,426.29999999999995,0,5.536166344702502
YHR110W,2.3472777126837245,154.0,39.5,0,2.3472777126837245
YHR140W,14.436549719167038,2551.0,1028.6499999999999,0,14.436549719167038
YJL117W,10.221826265111908,358.2,1061.5500000000002,0,10.221826265111908
YLR342W,0.1457640719935802,2.5,1.9666666666666668,0,0.1457640719935802
YML012W,1.2294334320650109,16.75,17.444444444444443,0,1.2294334320650109
YMR290C,4.016151850420745,77.20180375180377,72.25,1,4.016151850420745
YNL130C,1.0773158619394039,38.583333333333336,17.27777777777778,0,1.0773158619394039
YPL076W,14.205544228085213,631.5833333333334,1360.9999999999995,1,14.205544228085213
YPL211W,0.4323606466824056,5.571428571428571,6.333333333333333,1,0.4323606466824056
YPL264C,7.906858576972692,167.92748917748918,562.2,0,7.906858576972692
YPR201W,0.39240519642958666,9.2,14.916666666666666,0,0.39240519642958666
YAL009W,0.0,0.0,0.0,0,0.0
YDL040C,0.20833333333333331,2.0,2.0,0,0.20833333333333331
YDR211W,1.9156836194168059,20.96212121212121,0.0,1,1.9156836194168059
YHR004C,0.0,0.0,0.0,0,0.0
YJL176C,1.9117119540848353,2.0,84.66666666666666,0,1.9117119540848353
YAL010C,0.0,0.0,0.0,0,0.0
YFL048C,0.4824173305685911,15.87878787878788,9.055555555555555,0,0.4824173305685911
YJL066C,0.9250990437429027,203.0,67.15,0,0.9250990437429027
YMR203W,0.6428571428571428,6.666666666666667,3.0,1,0.6428571428571428
YPL235W,2.670429503913985,208.455772005772,397.91666666666663,1,2.670429503913985
YAL011W,0.8700083542188807,8.071428571428571,22.5,0,0.8700083542188807
YBL007C,4.049908535786359,153.39256854256854,259.56666666666655,0,4.049908535786359
YDL181W,0.05739033964840416,4.666666666666667,4.0,0,0.05739033964840416
YDR225W,1.957360225352976,74.33333333333333,41.5,0,1.957360225352976
YDR334W,3.635481876045613,57.1265664160401,97.0,0,3.635481876045613
YER081W,0.23030303030303037,29.75,0.0,0,0.23030303030303037
YGR002C,5.559162988772745,135.53333333333333,140.33333333333331,1,5.559162988772745
YHR158C,1.476626710901422,95.65800865800868,0.0,0,1.476626710901422
YIR018W,0.0,0.0,0.0,0,0.0
YNL107W,5.520350332574748,133.79999999999998,43.5,0,5.520350332574748
YOL012C,3.974742262159463,50.10714285714285,29.0,0,3.974742262159463
YOR127W,0.436292119186856,28.23976023976024,0.0,0,0.436292119186856
YOR269W,0.22528626956613085,0.0,0.0,0,0.0
YAL012W,0.0,0.0,0.0,1,0.0
YBR055C,2.1741113530596703,244.16666666666677,226.16666666666666,1,2.1741113530596703
YJR091C,0.3512544802867382,98.1075832664068,0.0,0,0.3512544802867382
YMR101C,0.0,0.0,0.0,0,0.0
YMR300C,0.0,0.0,0.0,0,0.0
YPL149W,0.3438011207428682,11.186080586080584,16.25,0,0.3438011207428682
YAL013W,0.0,0.0,0.0,0,0.0
YGL061C,0.6666666666666667,7.619047619047619,5.0,1,0.6666666666666667
YNL330C,1.4519285345717232,11.513838383838385,14.416666666666668,0,1.4519285345717232
YAL014C,0.0,0.0,0.0,0,0.0
YER133W,4.766005880347539,338.0076122407005,334.8416666666667,1,4.766005880347539
YIL034C,0.125,0.3333333333333333,0.0,0,0.125
YAL015C,1.305798695911481,57.85509227614492,101.0,0,1.305798695911481
YBR020W,3.3031444056482218,365.6666666666667,0.0,0,3.3031444056482218
YBR127C,2.3045288907964347,256.98459595959594,0.0,0,2.3045288907964347
YCL064C,0.5429570266074677,39.43333333333333,25.0,0,0.5429570266074677
YDL029W,7.062844310138607,552.2459235209234,980.0833333333336,1,7.062844310138607
YDL059C,2.168980554746824,168.08214285714286,708.9166666666667,0,2.168980554746824
YDR214W,0.22815354078402683,10.5,11.0,0,0.22815354078402683
YEL030W,0.3352712754193523,27.4,14.833333333333334,0,0.3352712754193523
YEL060C,0.536291351111132,27.0,84.08333333333334,0,0.536291351111132
YFL037W,2.344034656464521,206.31982739482743,381.08333333333326,1,2.344034656464521
YFL039C,3.541436708860762,336.9833485228223,768.3666666666668,1,3.541436708860762
YGR282C,0.5801680616665776,16.207794982794987,28.75,0,0.5801680616665776
YJL088W,0.7552602736705625,9.43122009569378,79.66666666666666,0,0.7552602736705625
YJR045C,4.24669982524533,578.3759009390724,910.3166666666665,1,4.24669982524533
YJR068W,2.244707514693536,84.85238095238095,172.83333333333331,1,2.244707514693536
